DATE,FEDFUNDS,Inflation Rate
1955-01-01,1.39,-0.6310319227913945
1955-02-01,1.29,-0.6298629121896931
1955-03-01,1.35,-0.519866320089122
1955-04-01,1.43,-0.26061057334326243
1955-05-01,1.43,-0.5941329372447091
1955-06-01,1.64,-0.8537490720118798
1955-07-01,1.68,-0.372300819061794
1955-08-01,1.96,-0.48417132216015846
1955-09-01,2.18,0.14919806042522454
1955-10-01,2.24,0.37425149700599336
1955-11-01,2.35,0.37341299477221007
1955-12-01,2.48,0.3735524841240247
1956-01-01,2.45,0.22413149047440686
1956-02-01,2.5,0.14914243102162247
1956-03-01,2.5,0.37327360955580974
1956-04-01,2.62,0.5225830533781283
1956-05-01,2.75,0.9712364587224563
1956-06-01,2.71,1.6473230999625523
1956-07-01,2.75,1.9805680119581375
1956-08-01,2.73,2.208083832335329
1956-09-01,2.95,1.8621973929236497
1956-10-01,2.96,2.572706935123047
1956-11-01,2.88,2.3437500000000098
1956-12-01,2.94,2.828433196873829
1957-01-01,2.84,3.130823704808064
1957-02-01,3.0,3.499627699180943
1957-03-01,2.96,3.607288955001855
1957-04-01,3.0,3.713330857779428
1957-05-01,3.0,3.588605253422119
1957-06-01,3.0,3.5359116022099477
1957-07-01,2.99,3.2979113228288828
1957-08-01,3.24,3.551812522885399
1957-09-01,3.47,3.546617915904932
1957-10-01,3.5,2.9443838604143897
1957-11-01,3.28,3.2715376226826556
1957-12-01,2.98,3.0401737242128117
1958-01-01,2.72,3.5056017347307513
1958-02-01,1.67,3.237410071942441
1958-03-01,1.2,3.6252692031586564
1958-04-01,1.26,3.6161833154314413
1958-05-01,0.63,3.357142857142862
1958-06-01,0.93,2.8459622909996467
1958-07-01,0.68,2.4831500532103554
1958-08-01,1.53,2.3338048090523342
1958-09-01,1.76,2.083333333333333
1958-10-01,1.8,2.083333333333333
1958-11-01,2.27,1.9007391763463537
1958-12-01,2.42,1.7562346329469618
1959-01-01,2.48,1.2918994413407856
1959-02-01,2.43,1.0452961672473893
1959-03-01,2.8,0.34638032559749865
1959-04-01,2.96,0.13821700069108206
1959-05-01,2.9,0.3455425017277051
1959-06-01,3.39,0.6918021445866457
1959-07-01,3.47,0.8999653859466874
1959-08-01,3.5,0.8293020041465047
1959-09-01,3.76,1.1760636457973015
1959-10-01,3.98,1.5219647180906304
1959-11-01,4.0,1.3816925734024255
1959-12-01,3.99,1.5188125647221309
1960-01-01,3.99,1.2409513960703187
1960-02-01,3.97,1.4137931034482762
1960-03-01,3.84,1.5188125647221309
1960-04-01,3.92,1.9323671497584496
1960-05-01,3.85,1.82506887052342
1960-06-01,3.32,1.7176228100309172
1960-07-01,3.23,1.3722126929674174
1960-08-01,2.98,1.4736120630568874
1960-09-01,2.6,1.2307692307692288
1960-10-01,2.47,1.3628620102214601
1960-11-01,2.44,1.4650766609880739
1960-12-01,1.98,1.360081604896289
1961-01-01,1.45,1.600272386789237
1961-02-01,2.54,1.4620877252635147
1961-03-01,2.02,1.4620877252635147
1961-04-01,1.49,0.9140148950575476
1961-05-01,1.98,0.913087588772403
1961-06-01,1.73,0.776764606551842
